,id,sentence,subject_entity,object_entity,label,annotator,pair,label_,label_num
26,문재인_247,"문재인 대통령은 남북정상회담을 할 것이라고 시사했으며, 여건이 된다면 평양도 갈 것이라고 밝혔다.","{'word': '문재인', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '평양', 'start_idx': 39, 'end_idx': 40, 'entity_type': 'LOC'}",no_relation,이원재,"('문재인', '평양')",no_relation,1
27,문재인_59,"문재인은 노무현의 당선 이후 변호사 업무에 복귀하려 했으나, 당선 직후 노무현의 민정수석비서관 제의를 받고 ""정치하라고 하지 마라, 그리고 민정수석으로 끝내겠다""는 2가지 조건을 내걸고 민정수석비서관직을 수락하였다.","{'word': '문재인', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '민정수석', 'start_idx': 78, 'end_idx': 81, 'entity_type': 'POH'}",per:title,이원재,"('문재인', '민정수석')",no_relation,1
28,대한민국5_27,"라디오 방송의 경우 지상파 방송사인 KBS, MBC, SBS, EBS가 점유하는 주파수와 기타 CBS (대한민국의 방송사)(CBS), 극동방송(FEBC), 불교방송(BBS), 평화방송(PBC), 원음방송(WBS) 등 종교방송의 주파수, 교통안내 전문 방송인 교통방송(서울은 TBS, 기타 지역은 TBN 한국교통방송), 국악 전문의 국악방송, 그리고 국방홍보 목적의 국군방송 등의 여러 방송사가 존재한다.","{'word': 'SBS', 'start_idx': 30, 'end_idx': 32, 'entity_type': 'ORG'}","{'word': 'BBS', 'start_idx': 92, 'end_idx': 94, 'entity_type': 'ORG'}",no_relation,임성근,"('SBS', 'BBS')",no_relation,1
29,대한민국5_15,한편 백남준은 독창적인 비디오 아트를 선보여 한국 출신 작가 중 가장 전 세계적으로 잘 알려진 예술가가 되었다. 하지만 한국 순수미술 분야는 국내외적으로 관심을 받지 못하고 있다.,"{'word': '백남준', 'start_idx': 3, 'end_idx': 5, 'entity_type': 'PER'}","{'word': '작가', 'start_idx': 31, 'end_idx': 32, 'entity_type': 'POH'}",per:title,임성근,"('백남준', '작가')",per:title,5
30,박근혜1_67,"박근혜는 2013년 4월 21일 시진핑 중국 국가주석에게 쓰촨성 대지진에 관하여 ""쓰촨성에서 20일 발생한 지진으로 인해 많은 인명 및 재산 피해가 발생했다는 소식을 접하고, 저와 대한민국 국민들은 매우 가슴 아프게 생각하고 있다""라는 내용의 위로전문을 보냈다.","{'word': '쓰촨성 대지진', 'start_idx': 32, 'end_idx': 38, 'entity_type': 'EVT'}","{'word': '2013년 4월 21일', 'start_idx': 5, 'end_idx': 16, 'entity_type': 'DAT'}",no_relation,이정아,"('쓰촨성 대지진', '2013년 4월 21일')",event/artifact:date,9
31,문재인_230,"이후, 8월 25일부터 9월 16일까지 열린 국민참여경선에서 손학규, 김두관, 정세균과 겨루어 전국 순회경선 13회 전승을 거두며 민주통합당의 제18대 대통령 선거 후보로 선출되었다.","{'word': '손학규', 'start_idx': 34, 'end_idx': 36, 'entity_type': 'PER'}","{'word': '제18대 대통령 선거 후보', 'start_idx': 80, 'end_idx': 93, 'entity_type': 'POH'}",no_relation,이원재,"('손학규', '제18대 대통령 선거 후보')",no_relation,1
32,이승만3_159,"이에 전국학련은 기존 계획이었던 매국노소탕대회, 반탁의 재계몽운동, 학생운동사 보고대회, 반탁웅변대회 등을 전면 수정하고, 1월 18일 오후 2시 경운동 천도교강당에서 '반탁학생투쟁사 발표대회'만을 가졌다.","{'word': '반탁학생투쟁사 발표대회', 'start_idx': 95, 'end_idx': 106, 'entity_type': 'EVT'}","{'word': '1월 18일 오후 2시', 'start_idx': 69, 'end_idx': 80, 'entity_type': 'DAT'}",event/artifact:date,정준녕,"('반탁학생투쟁사 발표대회', '1월 18일 오후 2시')",event/artifact:date,9
33,이승만3_263,"이승만이 임정법통론을 일시보류한데다가 4월 29일 임시정부 주석 취임까지 거부하자 급기야 5월 2일 경교장에서 이승만, 김구, 조소앙, 조완구, 이청천, 김창숙 등 국민의회 국무위원들과 독촉국민회 지방대표 여러 명이 모여 회담을 하였는데, 이승만의 '임정봉대가 필요할 시기가 올 때까지 보류하자'는 의견과 임시정부 일부요인의 '임정봉대가 필요하다'는 이견을 좁히지 못하였다.","{'word': '이승만', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '임시정부 주석', 'start_idx': 28, 'end_idx': 34, 'entity_type': 'POH'}",no_relation,정준녕,"('이승만', '임시정부 주석')",no_relation,1
34,이승만3_108,"그러나 유엔 한국 임시위원단 단장인 크리슈나 메논이 남북한 동시 총선거를 요구하는 발언을 시작하자, 연설 중 즉각 대회장을 박차고 퇴장하였다.","{'word': '크리슈나 메논', 'start_idx': 20, 'end_idx': 26, 'entity_type': 'PER'}","{'word': '유엔 한국 임시위원단 단장', 'start_idx': 4, 'end_idx': 17, 'entity_type': 'POH'}",per:title,정준녕,"('크리슈나 메논', '유엔 한국 임시위원단 단장')",per:title,5
35,국가장_0,국가장(國家葬)은 「국가장법」(일부개정 법률 제14839호 2017년 7월 26일)에 따라 대한민국 정부가 공식 주관하는 장례 의전이다.,"{'word': '법률 제14839호', 'start_idx': 22, 'end_idx': 31, 'entity_type': 'POH'}","{'word': '2017년 7월 26일', 'start_idx': 33, 'end_idx': 44, 'entity_type': 'DAT'}",event/artifact:date,이원재,"('법률 제14839호', '2017년 7월 26일')",event/artifact:date,9
36,이승만3_111,1948년 3월 8일 미국 군율재판 위원회는 북미합중국대통령 트루만의 명의로 1948년 3월 12일 오전 9시에 출정하라는 소환장을 김구에게 발부 하였다.,"{'word': '트루만', 'start_idx': 34, 'end_idx': 36, 'entity_type': 'PER'}","{'word': '북미합중국대통령', 'start_idx': 25, 'end_idx': 32, 'entity_type': 'POH'}",per:title,정준녕,"('트루만', '북미합중국대통령')",per:title,5
37,윤석열_64,"2020년 11월 24일 추미애 법무부 장관에 의해 검찰총장 직무가 정지되었으나, 법원의 집행정지 인용으로 12월 1일 직무에 복귀했다.","{'word': '추미애', 'start_idx': 14, 'end_idx': 16, 'entity_type': 'PER'}","{'word': '2020년 11월 24일', 'start_idx': 0, 'end_idx': 12, 'entity_type': 'DAT'}",no_relation,정준녕,"('추미애', '2020년 11월 24일')",no_relation,1
38,박근혜2_5,법학교수 출신인 새누리당의 이상돈 전 비상대책위원장도 박근혜의 발언이 잘못이라고 지적했다.,"{'word': '이상돈', 'start_idx': 15, 'end_idx': 17, 'entity_type': 'PER'}","{'word': '새누리당', 'start_idx': 9, 'end_idx': 12, 'entity_type': 'ORG'}",per:employee_of,김별희,"('이상돈', '새누리당')",per:employee_of,3
39,박근혜2_27,"이에 박근혜는 과거사 정리위원회의 권고를 무시한 채, ""공익법인화한 정수장학회를 다시 사회환원하라는 것은 정치 공세""라고 반박하였다. 하지만 이런 발언에 대해 '그렇다면 그들 주장대로 공익법인인 육영재단을 두고, 박근혜의 형제들끼리 싸우는 이유가 무엇이냐'며 박근혜의 인식과 그 가족의 행태에 대한 비판도 끊이지 않고 있다.","{'word': '과거사 정리위원회', 'start_idx': 8, 'end_idx': 16, 'entity_type': 'ORG'}","{'word': '박근혜', 'start_idx': 3, 'end_idx': 5, 'entity_type': 'PER'}",no_relation,김별희,"('과거사 정리위원회', '박근혜')",no_relation,1
40,대한민국1_18,태백산맥의 대표적인 산이 설악산이다.,"{'word': '태백산맥', 'start_idx': 0, 'end_idx': 3, 'entity_type': 'LOC'}","{'word': '설악산', 'start_idx': 14, 'end_idx': 16, 'entity_type': 'LOC'}",loc:subordinate,이원재,"('태백산맥', '설악산')",loc:subordinate,8
41,이승만3_107,12월 20일 유엔 한국 임시위원단을 맞이할 한국민족대표단에서 이승만과 김구가 공동고문으로 추대되었다.,"{'word': '김구', 'start_idx': 40, 'end_idx': 41, 'entity_type': 'PER'}","{'word': '공동고문', 'start_idx': 44, 'end_idx': 47, 'entity_type': 'POH'}",per:title,정준녕,"('김구', '공동고문')",per:title,5
42,윤석열_45,2020년 8월 신임 검사 임관식에서 “자유민주주의는 민주주의라는 허울을 쓰고 있는 독재와 전체주의를 배격하는 진짜 민주주의를 말하는 것”이라고 하면서 자유민주주의에 대한 입장을 밝혔다.,"{'word': '신임 검사 임관식', 'start_idx': 9, 'end_idx': 17, 'entity_type': 'POH'}","{'word': '2020년 8월', 'start_idx': 0, 'end_idx': 7, 'entity_type': 'DAT'}",event/artifact:date,정준녕,"('신임 검사 임관식', '2020년 8월')",event/artifact:date,9
43,박근혜1_43,아버지 박정희는 1917년 경상북도 선산군 구미면 상모리(현재의 경상북도 구미시 상모동)에서 소작농 박성빈과 부인 백남의의 5남 2녀 중 막내로 태어났다.,"{'word': '박정희', 'start_idx': 4, 'end_idx': 6, 'entity_type': 'PER'}","{'word': '경상북도 선산군 구미면 상모리', 'start_idx': 15, 'end_idx': 30, 'entity_type': 'LOC'}",per:origin,이정아,"('박정희', '경상북도 선산군 구미면 상모리')",per:origin,7
44,이승만3_168,"대한민국 정부수립 선포 직전인 8월 11일 파리 유엔 총회에서 대한민국의 국제적 승인을 얻기 위해 장면 등을 대표로 지목, 한국대표단을 파견하였다.","{'word': '파리 유엔 총회', 'start_idx': 24, 'end_idx': 31, 'entity_type': 'EVT'}","{'word': '8월 11일', 'start_idx': 17, 'end_idx': 22, 'entity_type': 'DAT'}",event/artifact:date,정준녕,"('파리 유엔 총회', '8월 11일')",event/artifact:date,9
45,윤석열_0,"2019년 7월 검찰총장 취임사에서 “이제는 자유민주주의와 시장경제 질서의 본질을 지키는 데 역량을 더 집중시켜야 한다”고 강조하면서 대검찰청 대변인실을 통해 “신임 총장은 시카고학파인 밀턴 프리드먼과 1947년 스위스에서 자유주의 학자들의 모임인 몽펠르랭소사이어티(MPS)를 결성해 자유주의 가치를 지키고 확산하는 데 힘을 쏟은 오스트리아학파 경제학자인 루트비히 폰 미제스의 사상에 깊이 공감하고 있고, 자유시장경제와 형사 법집행 문제에 관해 고민해 왔다”며 “시장경제와 가격기구, 자유로운 기업 활동이 인류의 번영과 행복을 증진해 왔고, 이는 역사적으로도 증명된 사실이라는 강한 믿음을 가지고 있다”고 설명했다.","{'word': '밀턴 프리드먼', 'start_idx': 104, 'end_idx': 110, 'entity_type': 'PER'}","{'word': '시카고학파', 'start_idx': 97, 'end_idx': 101, 'entity_type': 'ORG'}",per:employee_of,정준녕,"('밀턴 프리드먼', '시카고학파')",per:employee_of,3
46,박정희_58,1998년 2월 12일 처음 게제됐었던 조갑제의 조선일보 인터뷰 기사에 의하면 유증선씨는 1938년 5월쯤에 박정희가 핏방울로 시험지에다 '盡忠報國 滅私奉公(진충보국 멸사봉공)'이라고 써서 만주로 보냈다고 한다.,"{'word': '조갑제', 'start_idx': 22, 'end_idx': 24, 'entity_type': 'PER'}","{'word': '조선일보', 'start_idx': 27, 'end_idx': 30, 'entity_type': 'ORG'}",no_relation,이정아,"('조갑제', '조선일보')",per:employee_of,3
47,이승만3_72,1945년 10월 23일 각 정당·단체 대표 200여 명이 모여 이승만을 정점으로 소집한 회합에서 독립촉성중앙협의회의 회장으로 추대되었다.,"{'word': '이승만', 'start_idx': 36, 'end_idx': 38, 'entity_type': 'PER'}","{'word': '독립촉성중앙협의회의 회장', 'start_idx': 55, 'end_idx': 67, 'entity_type': 'POH'}",per:title,정준녕,"('이승만', '독립촉성중앙협의회의 회장')",per:title,5
48,문재인_25,"이후 2015년 2월 8일 새정치민주연합 제1차 전당대회에서 41.8%를 얻은 박지원 후보를 앞선 45.3%를 얻으며 새정치민주연합 당대표에 당선되었으며, 새정치민주연합이 더불어민주당으로 개편된 후에도 계속 대표를 지냈다.","{'word': '박지원', 'start_idx': 44, 'end_idx': 46, 'entity_type': 'PER'}","{'word': '새정치민주연합', 'start_idx': 66, 'end_idx': 72, 'entity_type': 'ORG'}",per:employee_of,이원재,"('박지원', '새정치민주연합')",per:employee_of,3
49,문재인_49,문용형은 거제에 정착한 후 공무원 경력을 제시하며 거제도 포로수용소의 노무자로 일자리를 얻었고 그의 부인은 계란 행상을 했다.,"{'word': '문용형', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '노무자', 'start_idx': 39, 'end_idx': 41, 'entity_type': 'POH'}",per:title,이원재,"('문용형', '노무자')",per:title,5
50,박정희_10,"1963년 대한민국 제5대 대통령 선거 당시 원용덕은 윤보선, 송요찬, 자민당계의 박정희에 대한 사상공격은 사실무근이라고 말했다.","{'word': '박정희', 'start_idx': 46, 'end_idx': 48, 'entity_type': 'PER'}","{'word': '자민당계', 'start_idx': 40, 'end_idx': 43, 'entity_type': 'ORG'}",per:employee_of,이정아,"('박정희', '자민당계')",per:employee_of,3
51,박정희_46,"1963년 3월 16일 오후 2시 55분, 전 대통령 윤보선, 전 국무총리 장택상, 신민당 위원장 김도연, 초대 국무총리 이범석 등과 면담하였다.","{'word': '신민당 위원장', 'start_idx': 47, 'end_idx': 53, 'entity_type': 'PER'}","{'word': '김도연', 'start_idx': 55, 'end_idx': 57, 'entity_type': 'POH'}",per:title,이정아,"('신민당 위원장', '김도연')",per:title,5
52,문재인_44,"문재인(文在寅, 1953년 1월 24일~)은 대한민국의 제19대 대통령이다.","{'word': '문재인', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '대한민국의 제19대 대통령', 'start_idx': 25, 'end_idx': 38, 'entity_type': 'POH'}",per:title,이원재,"('문재인', '대한민국의 제19대 대통령')",per:title,5
53,이승만3_85,"김구가 위원장, 조소앙, 김성수가 부위원장에 추대되었다.","{'word': '김구', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'PER'}","{'word': '위원장', 'start_idx': 4, 'end_idx': 6, 'entity_type': 'POH'}",per:title,정준녕,"('김구', '위원장')",per:title,5
54,대한민국4_39,"중화권, 일본, 동남아시아, 아랍, 독립국가연합 등을 비롯한 세계 여러지역의 사람들과 결혼하는 한국인이 늘고 있으며, 이러한 새로운 형태의 가정을 ""이주가정""이라고 부른다.","{'word': '일본', 'start_idx': 5, 'end_idx': 6, 'entity_type': 'LOC'}","{'word': '동남아시아', 'start_idx': 9, 'end_idx': 13, 'entity_type': 'LOC'}",no_relation,정준녕,"('일본', '동남아시아')",loc:subordinate,8
55,이승만3_126,"초대 내각을 구성한 장관으로는 외무 장택상, 내무 윤치영, 재무 김도연, 법무 이인, 국방 이범석(겸임), 문교 안호상, 농림 조봉암, 상공 임영신, 사회 전진한, 교통 민희식, 체신 윤석구, 무임소국무위원 이청천(지청천)·이윤영 등이 임명되었다.","{'word': '이인', 'start_idx': 44, 'end_idx': 45, 'entity_type': 'PER'}","{'word': '장관', 'start_idx': 11, 'end_idx': 12, 'entity_type': 'POH'}",per:title,정준녕,"('이인', '장관')",per:title,5
56,박정희_45,"1963년 3월 16일 오후 2시 55분, 전 대통령 윤보선, 전 국무총리 장택상, 신민당 위원장 김도연, 초대 국무총리 이범석 등과 면담하였다.","{'word': '장택상', 'start_idx': 42, 'end_idx': 44, 'entity_type': 'PER'}","{'word': '전 국무총리', 'start_idx': 35, 'end_idx': 40, 'entity_type': 'POH'}",per:title,이정아,"('장택상', '전 국무총리')",per:title,5
57,한반도_47,한반도 중남부 지역에서는 변한이 가야가 되어 연맹체제를 이루었는데 후에 대부분의 지역이 신라에 병합되었다.,"{'word': '변한', 'start_idx': 14, 'end_idx': 15, 'entity_type': 'ORG'}","{'word': '신라', 'start_idx': 49, 'end_idx': 50, 'entity_type': 'ORG'}",no_relation,김별희,"('변한', '신라')",no_relation,1
