id,sentence,subject_entity,object_entity,label
대한민국4_2,"1998년 5월 17일에는 성소수자 인권 운동가 오세인이 1997년 자신이 게이임을 가족에게 밝혔다가 추방당한 후, 활동하던 단체 사무실에서 자살하였고, 2003년 4월 26일에는 동성애자를 악마, 사탄 등으로 비판하는 개신교계의 공격과 동성애를 청소년 유해 단어, 음란물로 지정하려는 움직임 등 성소수자 혐오에 저항하는 활동을 하는 시인 겸 작가 육우당이 끝내 자살하게 되는 사건이 있었다.","{'word': '육우당', 'start_idx': 195, 'end_idx': 197, 'entity_type': 'PER'}","{'word': '시인 겸 작가', 'start_idx': 187, 'end_idx': 193, 'entity_type': 'POH'}",per:title
대한민국5_1,"한국어 표기에 쓰이는 문자인 한글은 세종대왕이 원로대신들의 반대를 무릅쓰고 언문청(諺文廳) 또는 정음청(正音廳)을 설치하여, 훈민정음이라는 명칭으로 1446년 반포하였다.","{'word': '정음청', 'start_idx': 54, 'end_idx': 56, 'entity_type': 'ORG'}","{'word': '세종대왕', 'start_idx': 20, 'end_idx': 23, 'entity_type': 'PER'}",org:founded_by
이승만3_164,1948년 4월 1일 김구와 김규식의 전조선 제정당사회단체 대표자 연석회의(남북연석회의) 참가는 소련의 목적에 동조하는 것이라고 비판 성명을 발표하였다.,"{'word': '전조선 제정당사회단체 대표자 연석회의', 'start_idx': 21, 'end_idx': 40, 'entity_type': 'EVT'}","{'word': '1948년 4월 1일', 'start_idx': 0, 'end_idx': 10, 'entity_type': 'DAT'}",event/artifact:date
대한민국4_41,"이후 서울의 인구 증가는 정체 상태에 있으나, 인근 경기도의 인구가 급증하여 2007년 10월 말 수도권 거주 인구는 2390만 3785명으로 전국 인구의 48.6%를 차지하였다.","{'word': '서울', 'start_idx': 3, 'end_idx': 4, 'entity_type': 'LOC'}","{'word': '경기도', 'start_idx': 29, 'end_idx': 31, 'entity_type': 'LOC'}",no_relation
이승만3_248,윤경빈에 의하면 이승만과 김구의 갈등은 '남한 단독 정부 수립'과 '남북 통일 정부 수립'이라는 노선 차이 때문이었다.,"{'word': '윤경빈', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '이승만', 'start_idx': 9, 'end_idx': 11, 'entity_type': 'PER'}",no_relation
문재인_114,"송영무 국방부 장관은 기무사 계엄령 문건 처리와 관련 보고 과정 등에서 부적절하게 처신했다는 비판을 받은 바 있으며, 김상곤 사회부총리 겸 교육부 장관은 유치원 · 어린이집 영어교육 금지, 자사고 · 특목고 폐지, 수능 전 과목 절대 평가 강행, 대입제도 개편 등 논란을 빚었다.","{'word': '송영무', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '국방부 장관', 'start_idx': 4, 'end_idx': 9, 'entity_type': 'POH'}",per:title
이승만3_295,"그런데 1946년 5월 6일 제1차 미소공동위원회가 중단되고, 5월 11일 이승만이 지방순회 소감에서 ""자율적 정부수립에 대한 민성(民聲)이 높은 모양이며 나도 이 점에 대하여 생각한 적은 있으나 발표는 아직 못하겠다""고 언질을 하고, 5월 12일 독립전취국민대회에서 김규식이 ""미소공동위원회를 통해 통일 정부를 수립하지 못하면 우리 손으로 정부를 세워야 한다""는 발언을 하자 남한단정론이 다시 수면 위로 떠올랐다. '우리 손으로 세운다는 정부'가 어떤 정부냐를 놓고 관심이 집중되자, 5월 16일 김규식은 통일 정부로 해명하였다.","{'word': '이승만', 'start_idx': 42, 'end_idx': 44, 'entity_type': 'PER'}","{'word': '5월 11일', 'start_idx': 35, 'end_idx': 40, 'entity_type': 'DAT'}",no_relation
이승만3_0,초기 독립촉성중앙협의회의에는 박헌영의 조선공산당 등 공산당도 모두 포함돼 있었다.,"{'word': '박헌영', 'start_idx': 16, 'end_idx': 18, 'entity_type': 'PER'}","{'word': '조선공산당', 'start_idx': 21, 'end_idx': 25, 'entity_type': 'ORG'}",per:employee_of
문재인_199,2018년 4월 27일에는 1차 남북정상회담이 이루어지고 판문점 선언이 발표되었다.,"{'word': '1차 남북정상회담', 'start_idx': 15, 'end_idx': 23, 'entity_type': 'EVT'}","{'word': '2018년 4월 27일', 'start_idx': 0, 'end_idx': 11, 'entity_type': 'DAT'}",event/artifact:date
대한민국2_37,2007년 제17대 대선에서는 한나라당의 이명박 후보가 대통령에 당선되면서 보수진영의 정권교체가 이뤄졌다.,"{'word': '제17대 대선', 'start_idx': 6, 'end_idx': 12, 'entity_type': 'EVT'}","{'word': '2007년', 'start_idx': 0, 'end_idx': 4, 'entity_type': 'DAT'}",event/artifact:date
윤석열_43,2022년 5월 10일 대통령에 취임하며 윤석열 정부가 출범했다.,"{'word': '윤석열', 'start_idx': 23, 'end_idx': 25, 'entity_type': 'PER'}","{'word': '2022년 5월 10일', 'start_idx': 0, 'end_idx': 11, 'entity_type': 'DAT'}",per:inauguration/removal_date
이승만3_345,1948년 8월 2일 이승만은 이범석이 건의한 김성수 천거 8명 중 3명만을 기용하였고 나머지는 무산시켰다.,"{'word': '이승만', 'start_idx': 12, 'end_idx': 14, 'entity_type': 'PER'}","{'word': '1948년 8월 2일', 'start_idx': 0, 'end_idx': 10, 'entity_type': 'DAT'}",no_relation
문재인_242,문재인 측은 국가정보원에서 자신을 비방하는 여론조작을 벌인다고 12월 11일 공개하였다.,"{'word': '문재인', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '12월 11일', 'start_idx': 35, 'end_idx': 41, 'entity_type': 'DAT'}",no_relation
문재인_37,"동기였던 박원순, 고승덕, 조영래 사이에서 1등을 했으나 학생운동 전력 때문에 성적이 차석으로 밀렸다는 이야기가 있지만, 이는 검증되지 않았다는 의혹도 존재한다.","{'word': '박원순', 'start_idx': 5, 'end_idx': 7, 'entity_type': 'PER'}","{'word': '조영래', 'start_idx': 15, 'end_idx': 17, 'entity_type': 'PER'}",per:colleagues
박정희_70,한때 박정희가 자신의 친일 충성심을 증명하려고 ‘오카모토 미노루’()라는 이름으로 다시 한 번 개명을 했다는 주장도 있었으나 북한에서 시작된 가짜 정보인 것으로 밝혀졌다.,"{'word': '오카모토 미노루', 'start_idx': 27, 'end_idx': 34, 'entity_type': 'PER'}","{'word': '박정희', 'start_idx': 3, 'end_idx': 5, 'entity_type': 'PER'}",no_relation
대한민국2_6,"이후 여운형, 안재홍 등은 1944년 설립한 지하조직인 건국동맹을 모태로 조선건국준비위원회를 개최하였고, 9월 여운형, 박헌영 등에 의해 조선인민공화국 내각이 수립되었다.","{'word': '박헌영', 'start_idx': 67, 'end_idx': 69, 'entity_type': 'PER'}","{'word': '조선인민공화국 내각', 'start_idx': 77, 'end_idx': 86, 'entity_type': 'ORG'}",per:employee_of
박근혜2_2,"서울대학교 법학전문대학원 조국 교수는 ""박근혜 이 사람이 무슨 얘기를 하는지 사람들이 잘 모르는데도 지지하는 사람은 삼십몇 %나 된다""라며 ""내용도 모르고 좋아하는 것은 감성의 정치일 것""이라고 비판하였다.","{'word': '조국', 'start_idx': 14, 'end_idx': 15, 'entity_type': 'PER'}","{'word': '서울대학교 법학전문대학원', 'start_idx': 0, 'end_idx': 12, 'entity_type': 'ORG'}",per:employee_of
문재인_180,전역 후에는 경희대학교에 복학해 1980년 복학생 대표로 신군부 세력에 항거하다가 5·18 광주 민주화 운동 하루 전에 시행된 5·17 비상계엄 전국확대 조치로 시행 당일 밤 형사들에게 권총이 겨누어진 채로 긴급 체포되었고 바로 청량리구치소에 수감되었다.,"{'word': '광주 민주화 운동', 'start_idx': 51, 'end_idx': 59, 'entity_type': 'EVT'}","{'word': '5·18', 'start_idx': 46, 'end_idx': 49, 'entity_type': 'DAT'}",event/artifact:date
문재인_232,최순실 일가의 대통령이었다.,"{'word': '최순실', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '대통령', 'start_idx': 8, 'end_idx': 10, 'entity_type': 'POH'}",no_relation
문재인_72,"11월 26일 열린 촛불집회에 참석하여 ""200만 촛불이 세상을 바꾸는 횃불이 될 것""이라고 발언했으며, ""박근혜 대통령 스스로 내려오든 탄핵으로 끌려 내려오든 박 대통령 퇴진은 시간 문제"", ""그렇다면 박 대통령은 한시라도 빨리 스스로 내려오는 것이 국민들을 덜 고생시키고 국정 공백과 국정 혼란을 최소화하는 길""이라고 박근혜의 하야를 촉구했다.","{'word': '박', 'start_idx': 90, 'end_idx': 90, 'entity_type': 'PER'}","{'word': '대통령', 'start_idx': 92, 'end_idx': 94, 'entity_type': 'POH'}",per:title
이승만3_119,이윤영의 총리인준이 실패하자 이승만은 이윤영을 지청천과 함께 초대 내각의 무임소 장관에 입각시켰다.,"{'word': '지청천', 'start_idx': 26, 'end_idx': 28, 'entity_type': 'PER'}","{'word': '무임소 장관', 'start_idx': 41, 'end_idx': 46, 'entity_type': 'POH'}",per:title
대한민국4_33,"이 외에도 대구에는 3개 노선, 광주와 대전에는 1개 노선이 운영되는 등 일부 광역시를 중심으로 도시철도가 마련되었다.","{'word': '광주', 'start_idx': 18, 'end_idx': 19, 'entity_type': 'LOC'}","{'word': '대구', 'start_idx': 6, 'end_idx': 7, 'entity_type': 'LOC'}",no_relation
이승만3_198,"이승만, 김구, 김규식도 반탁을 결의하였다.","{'word': '이승만', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '김규식', 'start_idx': 9, 'end_idx': 11, 'entity_type': 'PER'}",per:colleagues
대한민국4_20,"대한민국에서는 2000년 홍석천, 하리수, 이시연 등의 등장 이전에는 성소수자라는 사실을 밝히기만 해도 주변에서 따돌림, 학교 폭력에 노출되거나 취업 등에 불이익 등을 받아왔다.","{'word': '홍석천', 'start_idx': 14, 'end_idx': 16, 'entity_type': 'PER'}","{'word': '2000년', 'start_idx': 8, 'end_idx': 12, 'entity_type': 'DAT'}",no_relation
박정희_31,"단장은 중국인 당제영이었으며, 그의 계급은 상교, 우리로 치면 대령이었다.","{'word': '당제영', 'start_idx': 8, 'end_idx': 10, 'entity_type': 'PER'}","{'word': '대령', 'start_idx': 35, 'end_idx': 36, 'entity_type': 'POH'}",per:title
문재인_215,2017년 3월 10일 박근혜는 헌법재판소의 판결을 통해 최종 파면되었다.,"{'word': '박근혜', 'start_idx': 13, 'end_idx': 15, 'entity_type': 'PER'}","{'word': '헌법재판소', 'start_idx': 18, 'end_idx': 22, 'entity_type': 'ORG'}",no_relation
정부_0,"독일의 포르슈토프(Forstoff) 교수는 행정은 추사(beschreiben)할 수 있지만, 정의(定義, definieren)는 할 수 없다고 하였다.","{'word': '포르슈토프', 'start_idx': 4, 'end_idx': 8, 'entity_type': 'PER'}","{'word': '교수', 'start_idx': 20, 'end_idx': 21, 'entity_type': 'POH'}",per:title
이승만3_233,이 무렵부터 이승만의 단선단정론과 김구·김규식의 남북협상론 간 대립이 심화되고 국론도 분열되기 시작했다.,"{'word': '이승만', 'start_idx': 7, 'end_idx': 9, 'entity_type': 'PER'}","{'word': '김구', 'start_idx': 19, 'end_idx': 20, 'entity_type': 'PER'}",no_relation
대한민국3_26,그러나 이러한 관계는 1905년 을사조약 뒤부터 뒤틀어졌는데 당시 미국 제26대 대통령 시어도어 루스벨트의 딸인 엘리스 루스벨트가 미국을 대표하여 대한제국에 방문했을 때 고종의 환대에도 없는 사람 취급하였고 고종의 아내였던 명성황후 무덤 앞의 말 조각상에서 앉아 사진을 찍는 무례함을 범했기 때문이다.,"{'word': '명성황후', 'start_idx': 125, 'end_idx': 128, 'entity_type': 'PER'}","{'word': '엘리스 루스벨트', 'start_idx': 63, 'end_idx': 70, 'entity_type': 'PER'}",no_relation
박근혜2_39,"2012년 9월 12일 인혁당 사건 유족들은 새누리당 앞에서 기자 회견을 열고 ""이미 박 후보는 2005년에 국정원이 인혁당 사건이 조작되었다는 조사결과를 발표할때도 '한 마디로 가치가 없는 것이며, 모함'이라고 발언한 바 있다""며 ""사람이 억울하게 8명이나 사형당한 사건을 가치가 없고 모함이라고 말하는 박 후보는 최소한 인간에 대한 예의조차 있는가.","{'word': '인혁당 사건', 'start_idx': 66, 'end_idx': 71, 'entity_type': 'EVT'}","{'word': '2005년', 'start_idx': 54, 'end_idx': 58, 'entity_type': 'DAT'}",no_relation
이승만3_114,국회의장이 된 이승만은 윤보선을 자신의 국회의장 비서로 채용했다.,"{'word': '윤보선', 'start_idx': 13, 'end_idx': 15, 'entity_type': 'PER'}","{'word': '국회의장 비서', 'start_idx': 22, 'end_idx': 28, 'entity_type': 'POH'}",per:title
대한민국4_11,"1923년부터는 조만식, 안재홍, 김성수 등에 의해 물산 장려 운동이 진행되어 국산 공업품을 활용하자는 운동이 일어나기도 하였다.","{'word': '조만식', 'start_idx': 9, 'end_idx': 11, 'entity_type': 'PER'}","{'word': '김성수', 'start_idx': 19, 'end_idx': 21, 'entity_type': 'PER'}",no_relation
이승만3_318,"이승만이 임정법통론을 일시보류한데다가 4월 29일 임시정부 주석 취임까지 거부하자 급기야 5월 2일 경교장에서 이승만, 김구, 조소앙, 조완구, 이청천, 김창숙 등 국민의회 국무위원들과 독촉국민회 지방대표 여러 명이 모여 회담을 하였는데, 이승만의 '임정봉대가 필요할 시기가 올 때까지 보류하자'는 의견과 임시정부 일부요인의 '임정봉대가 필요하다'는 이견을 좁히지 못하였다.","{'word': '이승만', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '4월 29일', 'start_idx': 21, 'end_idx': 26, 'entity_type': 'DAT'}",no_relation
대한민국3_8,"대한민국 해병대는 1949년 4월 15일 경상남도 진해시에서 초대 지휘관에 신현준 중령이 임명되고, 해군 장교 26명, 부사관 54명, 병 300명으로 창설되었다.","{'word': '경상남도', 'start_idx': 23, 'end_idx': 26, 'entity_type': 'LOC'}","{'word': '진해시', 'start_idx': 28, 'end_idx': 30, 'entity_type': 'LOC'}",loc:subordinate
문재인_163,"남양주 왕숙(1134만㎡), 하남 교산(649만㎡), 인천 계양 계양테크노밸리(335㎡), 과천 과천(155만㎡) 4곳이 3기 신도시 개발 대상이다.","{'word': '인천 계양', 'start_idx': 30, 'end_idx': 34, 'entity_type': 'LOC'}","{'word': '계양테크노밸리', 'start_idx': 36, 'end_idx': 42, 'entity_type': 'LOC'}",loc:subordinate
이승만3_306,임영신은 11월 1일 한국의 민주정부 수립을 촉구하는 진정서를 각국의 유엔 대표들에게 발송하였고 호응을 얻었다.,"{'word': '임영신', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '11월 1일', 'start_idx': 5, 'end_idx': 10, 'entity_type': 'DAT'}",no_relation
이승만3_75,"이승만이 의장에, 김구·김규식이 부의장에 추대되었다.","{'word': '김구', 'start_idx': 10, 'end_idx': 11, 'entity_type': 'PER'}","{'word': '부의장', 'start_idx': 18, 'end_idx': 20, 'entity_type': 'POH'}",per:title
박근혜2_36,1989년 10월 당시 대한민국 청와대 민정수석실은 최태민의 동향을 파악해 노태우 대통령에게 보고한 최태민 관련 보고서를 제출했다.,"{'word': '최태민', 'start_idx': 29, 'end_idx': 31, 'entity_type': 'PER'}","{'word': '대통령', 'start_idx': 46, 'end_idx': 48, 'entity_type': 'POH'}",no_relation
이승만3_343,1948년 7월 31일 이승만은 이범석을 국무총리에 내정하였다.,"{'word': '이범석', 'start_idx': 18, 'end_idx': 20, 'entity_type': 'PER'}","{'word': '1948년 7월 31일', 'start_idx': 0, 'end_idx': 11, 'entity_type': 'DAT'}",no_relation
윤석열_27,2022년 2월 15일에 공개한 윤석열 대통령 후보의 10대 공약은 다음과 같다.,"{'word': '윤석열', 'start_idx': 18, 'end_idx': 20, 'entity_type': 'PER'}","{'word': '대통령 후보', 'start_idx': 22, 'end_idx': 27, 'entity_type': 'POH'}",per:title
대한민국3_17,"한편 국제법 상의 관례와 통설, 대한민국의 헌법재판소는 ""조선민주주의인민공화국이 UN에 가입하였다 하여, 가맹국들 상호 간에도 당연히 그 국가성이 승인되는 것은 아니고 또 그러한 의무가 있는 것이 아니다.""라고 판시하여 대한민국은 조선민주주의인민공화국의 국가성을 원칙적으로 부정하고 있으나 대한민국 정부가 수립될 때 한반도가 분단되어 있어 국가 성립 3요소인 국민, 영토, 주권이 인정되는 지역은 '한반도 남반부와 부속도서'이었다는 점과 이후 1972년 7·4 남북 공동 성명, 1991년 남북 기본 합의서, 2000년 6·15 남북 공동선언 등에 의하여 상호 공존을 약속하고 대한민국과 조선민주주의인민공화국이 별개의 독립된 주권국가로 인정되는 일부 국제법규와 대한민국 헌법의 시각이 대치되어 문제점이 존재한다.","{'word': '7·4 남북 공동 성명', 'start_idx': 254, 'end_idx': 265, 'entity_type': 'EVT'}","{'word': '1972년', 'start_idx': 248, 'end_idx': 252, 'entity_type': 'DAT'}",event/artifact:date
이승만3_163,이에 12월 14일 김구는 이승만을 방문하여 12월 2일 발생된 장덕수 피살 사건 때문에 한독당원들이 구속된 문제에 관해 요담을 나눴다.,"{'word': '장덕수 피살 사건', 'start_idx': 36, 'end_idx': 44, 'entity_type': 'EVT'}","{'word': '12월 2일', 'start_idx': 25, 'end_idx': 30, 'entity_type': 'DAT'}",event/artifact:date
한반도_45,"기원전 2세기에 이르러서는 만주에 위치했던 부여와 더불어 옥저, 동예, 삼한이 출현하게 되었는데 이 시기를 원삼국 시대라고 한다.","{'word': '부여', 'start_idx': 24, 'end_idx': 25, 'entity_type': 'ORG'}","{'word': '동예', 'start_idx': 36, 'end_idx': 37, 'entity_type': 'ORG'}",no_relation
윤석열_0,"2019년 7월 검찰총장 취임사에서 “이제는 자유민주주의와 시장경제 질서의 본질을 지키는 데 역량을 더 집중시켜야 한다”고 강조하면서 대검찰청 대변인실을 통해 “신임 총장은 시카고학파인 밀턴 프리드먼과 1947년 스위스에서 자유주의 학자들의 모임인 몽펠르랭소사이어티(MPS)를 결성해 자유주의 가치를 지키고 확산하는 데 힘을 쏟은 오스트리아학파 경제학자인 루트비히 폰 미제스의 사상에 깊이 공감하고 있고, 자유시장경제와 형사 법집행 문제에 관해 고민해 왔다”며 “시장경제와 가격기구, 자유로운 기업 활동이 인류의 번영과 행복을 증진해 왔고, 이는 역사적으로도 증명된 사실이라는 강한 믿음을 가지고 있다”고 설명했다.","{'word': '밀턴 프리드먼', 'start_idx': 104, 'end_idx': 110, 'entity_type': 'PER'}","{'word': '시카고학파', 'start_idx': 97, 'end_idx': 101, 'entity_type': 'ORG'}",per:employee_of
문재인_43,"상도동계인 김현철, 김덕룡, 문정수, 박종웅의 지지를 받았으며, 그의 캠프 자문그룹 출범식에는 장·차관급 인사 49명이 참석했다.","{'word': '문정수', 'start_idx': 16, 'end_idx': 18, 'entity_type': 'PER'}","{'word': '박종웅', 'start_idx': 21, 'end_idx': 23, 'entity_type': 'PER'}",per:colleagues
이승만3_35,1월 21일 비상정치회의주비회는 독립촉성중앙협의회를 합류시켜 비상국민회의주비회로 개칭하고 이승만·김구를 공동회장으로 추대하였다.,"{'word': '이승만', 'start_idx': 50, 'end_idx': 52, 'entity_type': 'PER'}","{'word': '김구', 'start_idx': 54, 'end_idx': 55, 'entity_type': 'PER'}",per:colleagues
이승만3_183,"이승만은 친히 김포비행장으로 나가 김구, 김규식 등 환국 요인들을 영접하였다.","{'word': '이승만', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '김구', 'start_idx': 19, 'end_idx': 20, 'entity_type': 'PER'}",no_relation
박정희_54,1971년 대한민국 제7대 대통령 선거에서는 김대중을 약 95만 표차로 이기고 3선에 성공했다.,"{'word': '대한민국 제7대 대통령 선거', 'start_idx': 6, 'end_idx': 20, 'entity_type': 'EVT'}","{'word': '1971년', 'start_idx': 0, 'end_idx': 4, 'entity_type': 'DAT'}",event/artifact:date
문재인_140,"진보 성향의 주상영 건국대 교수조차 ""기업구조조정이나 공공부문 개혁, 증세 논의 등 경제 효율성 향상 정책이 없을 경우 금융위기 발생, 불평등 심화, 수요 부족의 문제를 겪게 될 것""이라고 지적했고, 더불어민주당 국민경제상황실 부단장을 맡았던 주진형 전 한화투자증권 대표는 최저임금 인상 정책에 대해 ""부모 없는 아이""라고 강하게 비판하기도 하였다.","{'word': '주진형', 'start_idx': 136, 'end_idx': 138, 'entity_type': 'PER'}","{'word': '더불어민주당 국민경제상황실 부단장', 'start_idx': 112, 'end_idx': 129, 'entity_type': 'POH'}",per:title
문재인_93,"궐위 선거로 당선된 대통령이라 갑작스럽게 취임하는 바람에 내각은 박근혜 정부의 구성인 채로 유지됐으나 다들 사임 의사를 밝혔고, 바로 다음날 황교안 국무총리와 박승춘 국가보훈처장의 사표가 수리되었다.","{'word': '박승춘', 'start_idx': 89, 'end_idx': 91, 'entity_type': 'PER'}","{'word': '국가보훈처장', 'start_idx': 93, 'end_idx': 98, 'entity_type': 'POH'}",per:title
이승만3_329,이에 12월 14일 김구는 이승만을 방문하여 12월 2일 발생된 장덕수 피살 사건 때문에 한독당원들이 구속된 문제에 관해 요담을 나눴다.,"{'word': '이승만', 'start_idx': 15, 'end_idx': 17, 'entity_type': 'PER'}","{'word': '12월 14일', 'start_idx': 3, 'end_idx': 9, 'entity_type': 'DAT'}",no_relation
대한민국2_20,"7월 22일에는 국회의 간접 선거로 이승만이 초대 대통령, 이시영이 초대 부통령으로 선출되었고, 8월 15일에는 대한민국 정부 수립이 선포되었다.","{'word': '이시영', 'start_idx': 33, 'end_idx': 35, 'entity_type': 'PER'}","{'word': '초대 부통령', 'start_idx': 38, 'end_idx': 43, 'entity_type': 'POH'}",per:title
이승만3_181,"10월 31일 이승만은 조선공산당 책임비서 박헌영을 돈암장에 불러들였고, 독립촉성중앙협의회를 건국기관으로 추대하기 위한 두 사람의 이날 회담은 원만하게 타결된 듯 보였다.","{'word': '이승만', 'start_idx': 8, 'end_idx': 10, 'entity_type': 'PER'}","{'word': '박헌영', 'start_idx': 24, 'end_idx': 26, 'entity_type': 'PER'}",no_relation
대한민국2_22,하지만 유엔군이 파병으로 지원하고 유엔군 총사령관 더글러스 맥아더가 9.15일 인천 상륙 작전을 벌여 조선인민군에 반격을 시작하자 얼마 지나지 않아 대한민국은 9월 27일에 서울을 탈환해냈다.,"{'word': '더글러스 맥아더', 'start_idx': 28, 'end_idx': 35, 'entity_type': 'PER'}","{'word': '유엔군 총사령관', 'start_idx': 19, 'end_idx': 26, 'entity_type': 'POH'}",per:title
헌법_1,"호즈미 노부시게의 《법창야화》(法窓夜話)에 따르면, 이후 근대에 들어오면서 프랑스어 “Constitution”에 해당하는 개념을 대체하기 위하여 일본의 근대 사상가 미쓰쿠리 린쇼()가 “헌법”(憲法)을 사용하면서 오늘날과 같은 의미로 굳어졌다고 한다.","{'word': '미쓰쿠리 린쇼', 'start_idx': 92, 'end_idx': 98, 'entity_type': 'PER'}","{'word': '근대 사상가', 'start_idx': 85, 'end_idx': 90, 'entity_type': 'POH'}",per:title
박근혜2_26,이와 관련하여 김영삼은 정수장학회와 육영재단을 '부정축재의 수단'이라고 비판하기도 했다.,"{'word': '정수장학회', 'start_idx': 13, 'end_idx': 17, 'entity_type': 'ORG'}","{'word': '김영삼', 'start_idx': 8, 'end_idx': 10, 'entity_type': 'PER'}",no_relation
