id,sentence,subject_entity,object_entity,label
이승만3_95,오세창·김창숙·박열·이청천·조만식·이을규(李乙圭) 등 6인을 국무위원에 보선하였다.,"{'word': '이청천', 'start_idx': 11, 'end_idx': 13, 'entity_type': 'PER'}","{'word': '국무위원', 'start_idx': 34, 'end_idx': 37, 'entity_type': 'POH'}",per:title
박근혜2_7,"이는 새누리당 유승민 의원을 겨냥해서 한 말로, 특정인의 낙선을 유도하는 발언이기 때문에 공직선거법에 위배된다는 조국 교수와 문재인 새정치민주연합 대표의 비판이 있었다.","{'word': '문재인', 'start_idx': 70, 'end_idx': 72, 'entity_type': 'PER'}","{'word': '새정치민주연합', 'start_idx': 74, 'end_idx': 80, 'entity_type': 'ORG'}",per:employee_of
이승만3_35,1월 21일 비상정치회의주비회는 독립촉성중앙협의회를 합류시켜 비상국민회의주비회로 개칭하고 이승만·김구를 공동회장으로 추대하였다.,"{'word': '이승만', 'start_idx': 50, 'end_idx': 52, 'entity_type': 'PER'}","{'word': '김구', 'start_idx': 54, 'end_idx': 55, 'entity_type': 'PER'}",per:colleagues
이승만3_174,단독정부 수립에 협조하였음에도 이승만이 후하게 대해주지 않자 한민당은 이번 내각은 실패한 내각이라며 즉각 반발하고 야당화의 길을 걷게 된다.,"{'word': '이승만', 'start_idx': 17, 'end_idx': 19, 'entity_type': 'PER'}","{'word': '한민당', 'start_idx': 34, 'end_idx': 36, 'entity_type': 'ORG'}",no_relation
대한민국2_40,"더구나 2014년 4월 세월호 참사와 2015년 메르스 사태 등 국가적 재난 대책에 미숙한 모습을 드러내었으며, 창조경제와 노동개혁, 국정교과서 추진, 한일 위안부 합의 등 여러 정책에 대해 사회적 비판과 갈등을 겪었다.","{'word': '르스 사태', 'start_idx': 28, 'end_idx': 32, 'entity_type': 'EVT'}","{'word': '2015년', 'start_idx': 21, 'end_idx': 25, 'entity_type': 'DAT'}",event/artifact:date
문재인_180,전역 후에는 경희대학교에 복학해 1980년 복학생 대표로 신군부 세력에 항거하다가 5·18 광주 민주화 운동 하루 전에 시행된 5·17 비상계엄 전국확대 조치로 시행 당일 밤 형사들에게 권총이 겨누어진 채로 긴급 체포되었고 바로 청량리구치소에 수감되었다.,"{'word': '광주 민주화 운동', 'start_idx': 51, 'end_idx': 59, 'entity_type': 'EVT'}","{'word': '5·18', 'start_idx': 46, 'end_idx': 49, 'entity_type': 'DAT'}",event/artifact:date
이승만3_320,"그러나 정작 좌우합작운동은 1947년 3월 트루먼 독트린이 선언된 이후로 미군정에게 소외된 상태였으며, 제2차 미소공위가 결렬되고 1947년 7월 19일에는 여운형이 암살되기까지 하면서 사실상 좌초되었다.","{'word': '여운형', 'start_idx': 88, 'end_idx': 90, 'entity_type': 'PER'}","{'word': '1947년 7월 19일', 'start_idx': 73, 'end_idx': 84, 'entity_type': 'DAT'}",no_relation
문재인_238,"11월 9일, 김동연 부총리 겸 기획재정부 장관과 장하성 청와대 정책실장이 동시에 교체되었고, 후임으로 각각 홍남기 국무조정실장과 김수현 청와대 사회수석이 지명되었다.","{'word': '김수현', 'start_idx': 73, 'end_idx': 75, 'entity_type': 'PER'}","{'word': '청와대 사회수석', 'start_idx': 77, 'end_idx': 84, 'entity_type': 'POH'}",per:title
문재인_72,"11월 26일 열린 촛불집회에 참석하여 ""200만 촛불이 세상을 바꾸는 횃불이 될 것""이라고 발언했으며, ""박근혜 대통령 스스로 내려오든 탄핵으로 끌려 내려오든 박 대통령 퇴진은 시간 문제"", ""그렇다면 박 대통령은 한시라도 빨리 스스로 내려오는 것이 국민들을 덜 고생시키고 국정 공백과 국정 혼란을 최소화하는 길""이라고 박근혜의 하야를 촉구했다.","{'word': '박', 'start_idx': 90, 'end_idx': 90, 'entity_type': 'PER'}","{'word': '대통령', 'start_idx': 92, 'end_idx': 94, 'entity_type': 'POH'}",per:title
문재인_122,"11월 9일, 김동연 부총리 겸 기획재정부 장관과 장하성 청와대 정책실장이 동시에 교체되었고, 후임으로 각각 홍남기 국무조정실장과 김수현 청와대 사회수석이 지명되었다.","{'word': '김동연', 'start_idx': 8, 'end_idx': 10, 'entity_type': 'PER'}","{'word': '부총리 겸 기획재정부 장관', 'start_idx': 12, 'end_idx': 25, 'entity_type': 'POH'}",per:title
대한민국3_2,그러나 이러한 관계는 1905년 을사조약 뒤부터 뒤틀어졌는데 당시 미국 제26대 대통령 시어도어 루스벨트의 딸인 엘리스 루스벨트가 미국을 대표하여 대한제국에 방문했을 때 고종의 환대에도 없는 사람 취급하였고 고종의 아내였던 명성황후 무덤 앞의 말 조각상에서 앉아 사진을 찍는 무례함을 범했기 때문이다.,"{'word': '시어도어 루스벨트', 'start_idx': 49, 'end_idx': 57, 'entity_type': 'PER'}","{'word': '미국 제26대 대통령', 'start_idx': 37, 'end_idx': 47, 'entity_type': 'POH'}",per:title
박근혜1_51,"대통령 선거 당시부터 제기된 국정원 대선 개입 사건으로 취임 직후부터 위기를 맞으며 국정을 수행한 박근혜는 임기 중 세월호 참사, 메르스 사태 등 국가적 재난에 제대로 대응하지 못해 국민의 불안감을 증폭시켰고, 창조경제를 위시한 추진한 정책 다수가 별다른 성과를 거두지 못했을 뿐만 아니라 미숙한 국정운영과 불통 논란 등으로 숱한 비판을 받았다.","{'word': '박근혜', 'start_idx': 55, 'end_idx': 57, 'entity_type': 'PER'}","{'word': '국정원', 'start_idx': 16, 'end_idx': 18, 'entity_type': 'ORG'}",no_relation
문재인_206,"카드수수료 인하 발표 이후, 증권사들은 카드사의 2019년 순이익이 2018년보다 최대 60% 정도까지 감소할 것이라는 전망을 내놓았으며, 특히 롯데그룹은 롯데카드를 외부에 매각하기로 결졍하였다.","{'word': '롯데그룹', 'start_idx': 81, 'end_idx': 84, 'entity_type': 'ORG'}","{'word': '롯데카드', 'start_idx': 87, 'end_idx': 90, 'entity_type': 'ORG'}",no_relation
대한민국3_11,"한편 국제법 상의 관례와 통설, 대한민국의 헌법재판소는 ""조선민주주의인민공화국이 UN에 가입하였다 하여, 가맹국들 상호 간에도 당연히 그 국가성이 승인되는 것은 아니고 또 그러한 의무가 있는 것이 아니다.""라고 판시하여 대한민국은 조선민주주의인민공화국의 국가성을 원칙적으로 부정하고 있으나 대한민국 정부가 수립될 때 한반도가 분단되어 있어 국가 성립 3요소인 국민, 영토, 주권이 인정되는 지역은 '한반도 남반부와 부속도서'이었다는 점과 이후 1972년 7·4 남북 공동 성명, 1991년 남북 기본 합의서, 2000년 6·15 남북 공동선언 등에 의하여 상호 공존을 약속하고 대한민국과 조선민주주의인민공화국이 별개의 독립된 주권국가로 인정되는 일부 국제법규와 대한민국 헌법의 시각이 대치되어 문제점이 존재한다.","{'word': '남북 기본 합의서', 'start_idx': 274, 'end_idx': 282, 'entity_type': 'POH'}","{'word': '1991년', 'start_idx': 268, 'end_idx': 272, 'entity_type': 'DAT'}",event/artifact:date
이승만3_250,"한편 제헌국회 초기 원내 정파의 세력은 대체로 한국민주당(한민당) 70~80여 석, 독촉국민회 60여 석, 무소속 50여 석 정도로 추산되는데, 무소속 중 약 30여 명 정도가 김구 및 김규식 계열으로 추산된다.","{'word': '김구', 'start_idx': 99, 'end_idx': 100, 'entity_type': 'PER'}","{'word': '김규식', 'start_idx': 104, 'end_idx': 106, 'entity_type': 'PER'}",no_relation
이승만3_106,12월 20일 유엔 한국 임시위원단을 맞이할 한국민족대표단에서 이승만과 김구가 공동고문으로 추대되었다.,"{'word': '이승만', 'start_idx': 35, 'end_idx': 37, 'entity_type': 'PER'}","{'word': '공동고문', 'start_idx': 44, 'end_idx': 47, 'entity_type': 'POH'}",per:title
대한민국1_46,"또한 대한민국은 주요 20개국 (G20), 경제 협력 개발 기구 (OECD), 개발 원조 위원회 (DAC), 파리 클럽 등의 회원국이다.","{'word': 'G20', 'start_idx': 18, 'end_idx': 20, 'entity_type': 'LOC'}","{'word': '대한민국', 'start_idx': 3, 'end_idx': 6, 'entity_type': 'LOC'}",no_relation
이승만3_256,"이승만의 인준 요청 후 곧바로 이윤영 국무총리 임명 승인안에 대한 무기명 표결을 진행한 결과 총 투표수 193표 중 찬성 59표, 반대 132표, 기권 2표로 부결되었다.","{'word': '이승만', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '이윤영', 'start_idx': 17, 'end_idx': 19, 'entity_type': 'PER'}",no_relation
문재인_62,"노무현 전 대통령은 문재인에 대해 ""노무현의 친구 문재인이 아니라 문재인의 친구 노무현이다.","{'word': '노무현', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '전 대통령', 'start_idx': 4, 'end_idx': 8, 'entity_type': 'POH'}",per:title
이승만3_233,이 무렵부터 이승만의 단선단정론과 김구·김규식의 남북협상론 간 대립이 심화되고 국론도 분열되기 시작했다.,"{'word': '이승만', 'start_idx': 7, 'end_idx': 9, 'entity_type': 'PER'}","{'word': '김구', 'start_idx': 19, 'end_idx': 20, 'entity_type': 'PER'}",no_relation
문재인_123,"11월 9일, 김동연 부총리 겸 기획재정부 장관과 장하성 청와대 정책실장이 동시에 교체되었고, 후임으로 각각 홍남기 국무조정실장과 김수현 청와대 사회수석이 지명되었다.","{'word': '장하성', 'start_idx': 28, 'end_idx': 30, 'entity_type': 'PER'}","{'word': '청와대 정책실장', 'start_idx': 32, 'end_idx': 39, 'entity_type': 'POH'}",per:title
이승만3_91,"그리고 3월 3일 국민의회는 이승만을 임시정부 주석, 김구를 부주석으로 추대하였다.","{'word': '김구', 'start_idx': 30, 'end_idx': 31, 'entity_type': 'PER'}","{'word': '부주석', 'start_idx': 34, 'end_idx': 36, 'entity_type': 'POH'}",per:title
문재인_31,"또한 여성가족부 장관 후보자에 진선미 더불어민주당 의원, 고용노동부 장관 후보자에 이재갑 근로복지공단 이사장, 산업통상자원부 장관 후보자에 성윤모 특허청장을 각각 발탁했다.","{'word': '진선미', 'start_idx': 17, 'end_idx': 19, 'entity_type': 'PER'}","{'word': '더불어민주당', 'start_idx': 21, 'end_idx': 26, 'entity_type': 'ORG'}",per:employee_of
문재인_85,"헤리티지 재단의 브루스 클링너 선임연구원은 “미국은 공개적으로는 문재인 대통령과 그의 노력을 지지하며 얼굴에 미소를 띠고 있지만, 미 정부 관계자들과 이야기를 나눠보면 상당수가 문 대통령의 대북 정책에 대해 매우 우려하거나 심지어 분노하고 있다”고 밝혔다.","{'word': '문재인', 'start_idx': 36, 'end_idx': 38, 'entity_type': 'PER'}","{'word': '대통령', 'start_idx': 40, 'end_idx': 42, 'entity_type': 'POH'}",per:title
문재인_172,2018년 4월 27일에는 1차 남북정상회담이 이루어지고 판문점 선언이 발표되었다.,"{'word': '판문점 선언', 'start_idx': 32, 'end_idx': 37, 'entity_type': 'POH'}","{'word': '2018년 4월 27일', 'start_idx': 0, 'end_idx': 11, 'entity_type': 'DAT'}",event/artifact:date
박근혜1_39,"서울대학교 법학전문대학원 조국 교수는 ""박근혜 전 대표는 불편한 질문과 비판을 참지 못한다.","{'word': '박근혜', 'start_idx': 22, 'end_idx': 24, 'entity_type': 'PER'}","{'word': '전 대표', 'start_idx': 26, 'end_idx': 29, 'entity_type': 'POH'}",per:title
대한민국1_22,제주도에는 대한민국에서 가장 높은 산이자 사화산인 한라산이 있다.,"{'word': '제주도', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'LOC'}","{'word': '한라산', 'start_idx': 28, 'end_idx': 30, 'entity_type': 'LOC'}",loc:subordinate
대한민국1_4,"대한민국(大韓民國, , ROK), 약칭 남한(南韓, ), 한국(韓國)은 동아시아의 한반도 남부에 자리한 민주공화국이다.","{'word': '한반도', 'start_idx': 46, 'end_idx': 48, 'entity_type': 'LOC'}","{'word': '한국', 'start_idx': 32, 'end_idx': 33, 'entity_type': 'LOC'}",loc:subordinate
문재인_251,"서울·세종 전역과 부산·경기 일부 등 집값이 급등한 조정대상지역 2주택 이상 보유자에 대해 주택분 종합부동산세 최고세율을 참여정부 수준 이상인 최고 3.2%로 중과하고, 세 부담 상한도 150%에서 300%로 올린다.","{'word': '서울', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'LOC'}","{'word': '세종', 'start_idx': 3, 'end_idx': 4, 'entity_type': 'LOC'}",no_relation
이승만3_162,"1947년 9월 5일 이승만은 국민의회 제43차 임시대회에서 주석에 보선되었으나, 9월 16일 국민의회 주석 유임을 거절하고 ""남한만으로라도 총선거를 행하자""며, ""내가 총선거를 주장하는 것은 남북을 영영 나누자는 것이 아니오 남한만이라도 정부를 세워서 국제상에 발언권을 얻어 우리의 힘으로 통일을 촉성할 통로(門路)를 열자는 것이며 만일 이보다 더 나은 방식이 있다면 우리가 다시 생각해 볼 여지가 있을 것이지마는 아무 다른 방식이 없는 경우에는 이것이 유일한 방식이니 전민족이 다 합심해서 이것을 촉진하는 것이 가할 것입니다.""","{'word': '국민의회 제43차 임시대회', 'start_idx': 17, 'end_idx': 30, 'entity_type': 'EVT'}","{'word': '1947년 9월 5일', 'start_idx': 0, 'end_idx': 10, 'entity_type': 'DAT'}",event/artifact:date
대한민국1_6,"대한민국(大韓民國, , ROK), 약칭 남한(南韓, ), 한국(韓國)은 동아시아의 한반도 남부에 자리한 민주공화국이다.","{'word': '한반도', 'start_idx': 46, 'end_idx': 48, 'entity_type': 'LOC'}","{'word': '대한민국', 'start_idx': 0, 'end_idx': 3, 'entity_type': 'LOC'}",loc:subordinate
문재인_28,"자유한국당 홍준표 후보, 국민의당 안철수 후보, 바른정당 유승민 후보, 정의당 심상정 후보와 함께 4월 23일, 4월 28일, 5월 2일 세 차례에 걸쳐 진행된 토론에 참석했다.","{'word': '유승민', 'start_idx': 32, 'end_idx': 34, 'entity_type': 'PER'}","{'word': '바른정당', 'start_idx': 27, 'end_idx': 30, 'entity_type': 'ORG'}",per:employee_of
정부_9,"둘째 정부는 국가의 정치 기구 중 입법부·사법부를 제외한 집행부, 즉 행정부만을 의미하고 영어의 “Executive”가 이에 해당한다.","{'word': '정부', 'start_idx': 3, 'end_idx': 4, 'entity_type': 'ORG'}","{'word': '행정부', 'start_idx': 39, 'end_idx': 41, 'entity_type': 'ORG'}",no_relation
윤석열_23,2020년 12월 25일 낮12시 경 윤석열 검찰총장이 추미애 법무부 장관을 상대로 제기한 정직 2개월 징계에 대한 집행정지 신청이 전날(2020년 12월 24일 오후10시 경) 인용됨에 따라서 윤석열 검찰총장은 다시 대검찰청으로 출근하였다.,"{'word': '추미애', 'start_idx': 31, 'end_idx': 33, 'entity_type': 'PER'}","{'word': '법무부 장관', 'start_idx': 35, 'end_idx': 40, 'entity_type': 'POH'}",per:title
문재인_121,"9월 25일(뉴욕 현지시각), 문재인 대통령은 미국 뉴욕에서 아베 신조 일본 총리를 만나 ""위안부 피해 할머니와 국민의 반대로 화해·치유재단이 정상적 기능을 못하고 고사할 수밖에 없는 상황""이라면서 화해·치유재단을 해산하겠다는 뜻을 통보했다.","{'word': '아베 신조', 'start_idx': 34, 'end_idx': 38, 'entity_type': 'PER'}","{'word': '일본 총리', 'start_idx': 40, 'end_idx': 44, 'entity_type': 'POH'}",per:title
이승만3_219,"이때 미소공위 참가를 주장한 단체와 대표는 한국민주당 장덕수, 大韓勞總 전진한, 靑年總同盟 유진산, 全靑 이성수(李成株), 全女總盟 황애덕(黃愛德), 獨促婦人會 박승호(朴承浩), 天道敎輔國黨 이진해(李鎭海), 己未獨立 류홍, 儒道會 이재억(李載億), 黃海會 함석훈(咸錫勳)이었다.","{'word': '장덕수', 'start_idx': 30, 'end_idx': 32, 'entity_type': 'PER'}","{'word': '박승호', 'start_idx': 90, 'end_idx': 92, 'entity_type': 'PER'}",no_relation
대한민국2_16,이러한 당나라의 야심에 신라의 문무대왕은 고구려와 백제의 유민과 연합하여 당나라와 정면으로 대결하였다.,"{'word': '문무대왕', 'start_idx': 17, 'end_idx': 20, 'entity_type': 'PER'}","{'word': '신라', 'start_idx': 13, 'end_idx': 14, 'entity_type': 'POH'}",per:employee_of
한반도_16,"그들 산맥에는 백두산(白頭山:2,744m)·관모봉(冠帽峰:2,540m)을 비롯한 고봉들이 솟아 있는데, 휴전선 이남에 있는 주요 산은 소백산맥에 속하는 지리산(智異山:1,915m), 태백산맥에 속하는 설악산(雪嶽山:1,708m)·태백산(太白山:1,567m) 등이다.","{'word': '소백산맥', 'start_idx': 75, 'end_idx': 78, 'entity_type': 'LOC'}","{'word': '지리산', 'start_idx': 85, 'end_idx': 87, 'entity_type': 'LOC'}",loc:subordinate
문재인_96,"이 과정에서 거래소 폐쇄 등의 초강경 대책이 나오자, 암호화폐 투자자들은 박상기 법무부 장관, 최흥식 금융감독원장 해임을 청원하는 등 강하게 반발하였다.","{'word': '박상기', 'start_idx': 41, 'end_idx': 43, 'entity_type': 'PER'}","{'word': '법무부 장관', 'start_idx': 45, 'end_idx': 50, 'entity_type': 'POH'}",per:title
이승만3_158,"1946년 부산에서 9월 총파업이 일어나고, 이어서 대구 10.1 사건이 발생되었다.","{'word': '대구 10.1 사건', 'start_idx': 29, 'end_idx': 38, 'entity_type': 'EVT'}","{'word': '1946년', 'start_idx': 0, 'end_idx': 4, 'entity_type': 'DAT'}",event/artifact:date
박근혜1_4,"1982년 박근혜는 육영재단 이사장에 취임하였고, 최태민도 육영재단에 합류하였다.","{'word': '최태민', 'start_idx': 28, 'end_idx': 30, 'entity_type': 'PER'}","{'word': '육영재단', 'start_idx': 33, 'end_idx': 36, 'entity_type': 'ORG'}",per:employee_of
문재인_94,인사 파동 과정에서 안경환 법무부 장관 후보와 조대엽 고용노동부 장관 후보가 각종 결격 사유로 인한 논란으로 자진사퇴하였다.,"{'word': '안경환', 'start_idx': 11, 'end_idx': 13, 'entity_type': 'PER'}","{'word': '법무부 장관 후보', 'start_idx': 15, 'end_idx': 23, 'entity_type': 'POH'}",per:title
문재인_240,"2002년 대통령 선거운동을 할 때 새천년민주당 노무현 후보의 ""선거대책위원장을 맡아달라""는 요청을 거부했다.","{'word': '노무현', 'start_idx': 27, 'end_idx': 29, 'entity_type': 'PER'}","{'word': '2002년', 'start_idx': 0, 'end_idx': 4, 'entity_type': 'DAT'}",no_relation
문재인_101,8월 7일에는 문재인 대통령이 인터넷전문은행 은산분리 완화를 추진하겠다고 밝혔다.,"{'word': '문재인', 'start_idx': 8, 'end_idx': 10, 'entity_type': 'PER'}","{'word': '대통령', 'start_idx': 12, 'end_idx': 14, 'entity_type': 'POH'}",per:title
문재인_80,"2017년 6월 1일, 미국 상원에서 국방 예산을 담당하는 미국 민주당 상원 원내총무 딕 더빈 의원은 청와대에서 문재인 대통령에게 ""(한국이) 사드 배치를 원치 않으면 (미국정부가) 사드 배치 관련 예산을 다른 곳에 쓸 수 있다""고 말했다.","{'word': '딕 더빈', 'start_idx': 48, 'end_idx': 51, 'entity_type': 'PER'}","{'word': '민주당 상원 원내총무', 'start_idx': 36, 'end_idx': 46, 'entity_type': 'POH'}",per:title
박정희_39,1962년 3월 22일 대통령 윤보선의 사퇴로 박정희가 대통령 권한대행을 맡기도 하였다.,"{'word': '윤보선', 'start_idx': 17, 'end_idx': 19, 'entity_type': 'PER'}","{'word': '대통령', 'start_idx': 13, 'end_idx': 15, 'entity_type': 'POH'}",per:title
문재인_175,"11월 26일, 금융위원회는 당정협의를 거쳐 '카드수수료 개편방안'을 확정했다.","{'word': '카드수수료 개편방안', 'start_idx': 26, 'end_idx': 35, 'entity_type': 'POH'}","{'word': '11월 26일', 'start_idx': 0, 'end_idx': 6, 'entity_type': 'DAT'}",event/artifact:date
이승만3_148,"1946년 1월 14일 이승만은 정례기자단회견에서 신탁통치 찬성으로 급선회한 공산주의자들을 친일파와 다름없는 매국노라고 단정하고 결별을 선언하였다.""...파괴자와 건설자가 어떻게 합동되며 애국자와 매국자가 어떻게 한 길을 갈 수 있을까. (중략) 이후에 우리가 국권을 회복한 후에는 이 분자들에게도 친일분자와 같은 대우아래 우리 민족의 재판마당에서 우리가 이 사람들에게 물을 말이 있을 것이다.""1946년 1월 16일 미소공동위원회(미소공위) 예비회담이 개최되자 각 정당과 사회단체는 서둘러 반탁진영과 찬탁진영을 구축하기 시작했다.","{'word': '정례기자단회견', 'start_idx': 18, 'end_idx': 24, 'entity_type': 'POH'}","{'word': '1946년 1월 14일', 'start_idx': 0, 'end_idx': 11, 'entity_type': 'DAT'}",event/artifact:date
이승만3_7,1946년 7월 25일 중도좌파 여운형과 중도우파 김규식이 좌우합작위원회를 수립하고 좌우합작운동을 시작하였다.,"{'word': '여운형', 'start_idx': 18, 'end_idx': 20, 'entity_type': 'PER'}","{'word': '좌우합작위원회', 'start_idx': 33, 'end_idx': 39, 'entity_type': 'ORG'}",org:founded_by
문재인_8,문재인은 천주교에 입교하고 세례를 받았다.,"{'word': '문재인', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'PER'}","{'word': '천주교', 'start_idx': 5, 'end_idx': 7, 'entity_type': 'ORG'}",per:employee_of
문재인_54,문재인은 특수 훈련에서의 우수한 평가 결과로 인해 특전사 복무 중 당시 특전사령관 정병주와 공수여단장 전두환으로부터 두 차례의 최우수 특전사 표창을 수상하기도 했다.,"{'word': '전두환', 'start_idx': 57, 'end_idx': 59, 'entity_type': 'PER'}","{'word': '공수여단장', 'start_idx': 51, 'end_idx': 55, 'entity_type': 'POH'}",per:title
대한민국4_0,"한편, 보수 기독교단체에서 ""동성애가 합법화되면 동성애자를 욕해도 처벌받는다거나 동성애자 부부에 대해 주례를 거부한 이유로 처벌받을 수 있다""라고 주장하며 제17대 국회에서부터 대한민국 차별금지법 제정에 대한 반대를 예배나 각종 집회를 통해 선동하였고 또, 자유한국당 안상수 의원은 2019년 11월 ""국가인권위원회법에서 정한 차별금지 대상에서 성적 취향을 제외하자""는 개정안을 발의하며 논란을 낳았다.","{'word': '안상수', 'start_idx': 150, 'end_idx': 152, 'entity_type': 'PER'}","{'word': '자유한국당', 'start_idx': 144, 'end_idx': 148, 'entity_type': 'ORG'}",per:employee_of
박정희_52,이 논란이 퍼뜨려진 경위는 1973년 8월 11일자 북한 &lt;로동신문&gt;이 '김대중 납치 사건' 직후부터 박정희 비판글을 쏟아내면서부터 시작되었다.,"{'word': '김대중 납치 사건', 'start_idx': 47, 'end_idx': 55, 'entity_type': 'EVT'}","{'word': '1973년 8월 11일자', 'start_idx': 15, 'end_idx': 27, 'entity_type': 'DAT'}",event/artifact:date
대한민국2_36,2002년 제16대 대선에서는 새천년민주당의 노무현 후보가 당선되면서 참여정부가 출범하였다.,"{'word': '제16대 대선', 'start_idx': 6, 'end_idx': 12, 'entity_type': 'EVT'}","{'word': '2002년', 'start_idx': 0, 'end_idx': 4, 'entity_type': 'DAT'}",event/artifact:date
